seconds_elapsed,strength_state,away_on_1,away_on_2,away_on_3,away_on_4,away_on_5,away_on_6,away_on_1_id,away_on_2_id,away_on_3_id,away_on_4_id,away_on_5_id,away_on_6_id,home_on_1,home_on_2,home_on_3,home_on_4,home_on_5,home_on_6,home_on_1_id,home_on_2_id,home_on_3_id,home_on_4_id,home_on_5_id,home_on_6_id,away_goalie,home_goalie,away_goalie_id,home_goalie_id
66,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
67,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
68,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
69,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
70,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
71,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
72,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
73,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
74,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
75,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
76,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
77,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
78,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
79,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
80,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
81,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
82,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
83,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
84,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
85,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
86,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
87,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
88,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
89,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
90,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
91,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
92,5v5,ANDREW PEEKE,VINNI LETTIERI,CASEY MITTELSTADT,COLE KOEPKE,MASON LOHREI,,8479369,8479968,8479999,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
93,5v5,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,COLE KOEPKE,MASON LOHREI,,8479968,8479999,8480828,8481043,8482511,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
94,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
95,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,LUCAS CARLSSON,TIMOTHY LILJEGREN,WILLIAM EKLUND,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8482667,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
96,5v5,PARKER WOTHERSPOON,VINNI LETTIERI,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,,8478450,8479968,8479999,8480828,8482177,,LUCAS CARLSSON,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8481042,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
97,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8481042,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
98,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8481042,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
99,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8481042,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
100,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,LUCAS CARLSSON,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,WILL SMITH,MACKLIN CELEBRINI,,8479523,8480043,8481042,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
101,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,TIMOTHY LILJEGREN,NIKOLAI KOVALENKO,WILL SMITH,MACKLIN CELEBRINI,,8479576,8480043,8481042,8484227,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
102,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,MACKLIN CELEBRINI,,8479576,8480848,8481042,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
103,5v5,PARKER WOTHERSPOON,CASEY MITTELSTADT,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8478450,8479999,8480828,8482177,8482763,,VINCENT DESHARNAIS,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,MACKLIN CELEBRINI,,8479576,8480848,8481042,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
104,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,MACKLIN CELEBRINI,,8479576,8480848,8481042,8484152,8484801,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
105,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
106,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
107,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
108,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
109,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
110,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
111,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
112,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
113,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
114,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
115,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
116,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
117,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
118,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
119,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
120,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
121,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
122,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
123,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
124,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
125,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
126,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
127,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
128,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
129,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
130,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
131,5v5,ELIAS LINDHOLM,PARKER WOTHERSPOON,MICHAEL CALLAHAN,MARAT KHUSNUTDINOV,FABIAN LYSELL,,8477496,8478450,8480828,8482177,8482763,,VINCENT DESHARNAIS,PATRICK GILES,TY DELLANDREA,NIKOLAI KOVALENKO,LUCA CAGNONI,,8479576,8480825,8480848,8481042,8484152,,JOONAS KORPISALO,ALEXANDAR GEORGIEV,8476914,8480382
